date,values
10/30/2015,37400
10/31/2015,42320
11/1/2015,24720
11/2/2015,36910
11/3/2015,34190
11/4/2015,38520
11/6/2015,49630
11/7/2015,22840
11/8/2015,21504
11/9/2015,28830
11/10/2015,8780
11/11/2015,34300
11/12/2015,34280
11/13/2015,10120
11/14/2015,40350
11/15/2015,12420
11/16/2015,37210
11/17/2015,49600
11/18/2015,36090
11/19/2015,50670
11/20/2015,40970
11/21/2015,37850
11/22/2015,12630
11/23/2015,29880
11/24/2015,34840
11/25/2015,27020
11/26/2015,42110
11/27/2015,33340
11/28/2015,29880
11/29/2015,10290
11/30/2015,37970
12/1/2015,30480
12/2/2015,36520
12/3/2015,26810
12/4/2015,23140
12/5/2015,4580
12/6/2015,39980
12/7/2015,16440
12/8/2015,16668
12/9/2015,37920
12/10/2015,40690
12/11/2015,32630
12/12/2015,32100
12/13/2015,17970
12/14/2015,31950
12/15/2015,27450
12/16/2015,39890
12/17/2015,39930
12/18/2015,36480
12/19/2015,40660
12/20/2015,23510
12/21/2015,37930
12/22/2015,40170
12/23/2015,40300
12/24/2015,44170
12/25/2015,26110
12/26/2015,29550
12/27/2015,20730
12/28/2015,28290
12/29/2015,28190
12/30/2015,38700
12/31/2015,49900
1/1/2016,30230
1/2/2016,28700
1/3/2016,38000
1/4/2016,29120
1/5/2016,5560
1/6/2016,50813.77351
1/7/2016,29587.05302
1/8/2016,13965.1757
1/9/2016,26340
1/10/2016,28650
1/11/2016,28190
1/12/2016,27300
1/13/2016,32760
1/14/2016,26300
1/15/2016,20430
1/16/2016,26140
1/17/2016,28850
1/18/2016,23550
1/19/2016,34930
1/20/2016,21960
1/21/2016,25950
1/22/2016,11710
1/23/2016,16400
1/24/2016,11250
1/25/2016,30600
1/26/2016,28680
1/27/2016,33240
1/28/2016,37930
1/29/2016,31180
1/30/2016,43820
1/31/2016,14580
2/1/2016,37940
2/2/2016,32830
2/3/2016,35320
2/4/2016,21200
2/5/2016,33300
2/6/2016,27576.46526
2/7/2016,28063.45566
2/8/2016,30816.46541
2/9/2016,20290
2/10/2016,12460
2/11/2016,26980
2/12/2016,29800
2/13/2016,32250
2/14/2016,18610
2/15/2016,28880
2/16/2016,36290
2/17/2016,32770
2/18/2016,32820
2/19/2016,36400
2/20/2016,20840
2/21/2016,18320
2/22/2016,22140
2/23/2016,38380
2/24/2016,36640
2/25/2016,21910
2/26/2016,40980
2/27/2016,36560
2/28/2016,19350
2/29/2016,25240
3/1/2016,13290
3/2/2016,31490
3/3/2016,29320
3/4/2016,10260
3/5/2016,23530
3/6/2016,47741.22228
3/7/2016,29565.0756
3/8/2016,27482.5869
3/9/2016,21090
3/10/2016,29720
3/11/2016,32180
3/12/2016,28220
3/13/2016,11460
3/14/2016,28320
3/15/2016,32760
3/16/2016,28230
3/17/2016,31930
3/18/2016,31140
3/19/2016,28830
3/20/2016,9520
3/21/2016,33050
3/22/2016,26970
3/23/2016,32290
3/24/2016,33490
3/25/2016,29360
3/26/2016,27690
3/27/2016,10150
3/28/2016,28230
3/29/2016,34300
3/30/2016,35760
3/31/2016,38560
4/1/2016,37300
4/2/2016,16540
4/3/2016,32960
4/4/2016,39140
4/5/2016,24250
4/6/2016,23778.66772
4/7/2016,30669.0943
4/8/2016,40901.6636
4/9/2016,13100
4/10/2016,34510
4/11/2016,28810
4/12/2016,15990
4/13/2016,31590
4/14/2016,4830
4/15/2016,17030
4/16/2016,5810
4/17/2016,6990
4/18/2016,27800
4/19/2016,39740
4/20/2016,42060
4/21/2016,36500
4/22/2016,29120
4/23/2016,32890
4/24/2016,7630
4/25/2016,26630
4/26/2016,44270
4/27/2016,21210
4/28/2016,28020
4/29/2016,34850
4/30/2016,27520
5/1/2016,37610
5/2/2016,34210
5/3/2016,27670
5/4/2016,32370
5/5/2016,28160
5/6/2016,30796.57653
5/7/2016,30078.36905
5/8/2016,27701.95294
5/9/2016,24510
5/10/2016,26820
5/11/2016,8340
5/12/2016,22570
5/13/2016,17990
5/14/2016,32320
5/15/2016,19741.29
5/16/2016,29286.865
5/17/2016,37430.832
5/18/2016,36358.475
5/19/2016,26060.75
5/20/2016,24956.798
5/21/2016,30681.238
5/22/2016,26982.881
5/23/2016,24775.83
5/24/2016,31871.232
5/25/2016,35970.7639
5/26/2016,27571.6427
5/27/2016,28519.137
5/28/2016,22182.147
5/29/2016,39866.391
5/30/2016,31570.91
5/31/2016,57766.232
6/1/2016,39780
6/2/2016,31770
6/3/2016,11310
6/4/2016,39640
6/5/2016,13482.61707
6/6/2016,37755.42067
6/7/2016,35632.75499
6/8/2016,32410.80034
6/9/2016,30280
6/10/2016,20110
6/11/2016,20490
6/12/2016,35090
6/13/2016,32869.78044
6/14/2016,35274.84295
6/15/2016,34463.65287
6/16/2016,32887.97215
6/17/2016,37333.31568
6/18/2016,41953.34468
6/19/2016,44506.155
6/20/2016,35263.52898
6/21/2016,16913.82752
6/22/2016,46778.21369
6/23/2016,42061.83333
6/24/2016,46689.65069
6/25/2016,38884.01898
6/26/2016,19079.02209
6/27/2016,46381.80714
6/28/2016,14005.30606
6/29/2016,34957.20385
6/30/2016,18280.52617
7/1/2016,38080
7/2/2016,13410
7/3/2016,27020
7/4/2016,38540
7/5/2016,36390
7/6/2016,30627.4619
7/7/2016,33422.13938
7/8/2016,29240.84195
7/9/2016,29070
7/10/2016,30540
7/11/2016,31300
7/12/2016,29200
7/13/2016,33370.78579
7/14/2016,14104.00776
7/15/2016,38173.715
7/16/2016,32759.75313
7/17/2016,33803.52214
7/18/2016,21260.7961
7/19/2016,27756.33254
7/20/2016,34011.12821
7/21/2016,39695.38452
7/22/2016,35047.67493
7/23/2016,29482.59975
7/24/2016,36881.79867
7/25/2016,32133.81375
7/26/2016,3741.300274
7/27/2016,28453.94552
7/28/2016,25621.10602
7/29/2016,36330.38925
7/30/2016,36521.08834
7/31/2016,43180.27492
8/1/2016,30270
8/2/2016,27170
8/3/2016,38170
8/4/2016,29850
8/5/2016,15630
8/6/2016,41933.36374
8/7/2016,33777.32687
8/8/2016,32102.17177
8/9/2016,25400
8/10/2016,24600
8/11/2016,36480
8/12/2016,27600
8/13/2016,5440
8/14/2016,17030
8/15/2016,21820
8/16/2016,35960
8/17/2016,18440
8/18/2016,34650
8/19/2016,20020
8/20/2016,27500
8/21/2016,15450
8/22/2016,18100
8/23/2016,30069.34898
8/24/2016,43990.41444
8/25/2016,38332.6081
8/26/2016,34731.91729
8/27/2016,34611.25128
8/28/2016,18880.94253
8/29/2016,31250
8/30/2016,25760
8/31/2016,30170
9/1/2016,35090
9/2/2016,22690
9/3/2016,34600
9/4/2016,26360
9/5/2016,30650
9/6/2016,19768.32976
9/7/2016,42250.81376
9/8/2016,42464.5041
9/9/2016,27140
9/10/2016,17900
9/11/2016,33450
9/12/2016,31220
9/13/2016,36250
9/14/2016,20380
9/15/2016,28180
9/16/2016,19880
9/17/2016,22060
9/18/2016,17790
9/19/2016,28010
9/20/2016,36890
9/21/2016,24950
9/22/2016,23190
9/23/2016,25960
9/24/2016,24920
9/25/2016,14250
9/26/2016,25560
9/27/2016,27810
9/28/2016,22640
9/29/2016,30430
9/30/2016,27690
10/1/2016,16840
10/2/2016,34130
10/3/2016,34510
10/4/2016,18940
10/5/2016,34540
10/6/2016,50879.22316
10/7/2016,40932.72486
10/8/2016,52754.99692
10/9/2016,27270
10/10/2016,25180
10/11/2016,28110
10/12/2016,29720
10/13/2016,28840
10/14/2016,27310
10/15/2016,22010
10/16/2016,12130
10/17/2016,34440
10/18/2016,33050
10/19/2016,31280
10/20/2016,33420
10/21/2016,31340
10/22/2016,31890
10/23/2016,19950
10/24/2016,29500
10/25/2016,27890
10/26/2016,35900
10/27/2016,20020
10/28/2016,29280
10/29/2016,26010
10/30/2016,14340
10/31/2016,38950
11/1/2016,26910
11/2/2016,36690
11/3/2016,27380
11/4/2016,31550
11/5/2016,30630
11/6/2016,17943.54924
11/7/2016,21439.4
11/8/2016,30816.919
11/9/2016,13020
11/10/2016,21240
11/11/2016,41290
11/12/2016,17820
11/13/2016,19610
11/14/2016,24840
11/15/2016,36980
11/16/2016,30620
11/17/2016,30180
11/18/2016,42800
11/19/2016,30800
11/20/2016,19940
11/21/2016,33710
11/22/2016,37700
11/23/2016,40570
11/24/2016,33810
11/25/2016,28720
11/26/2016,24530
11/27/2016,18950
11/28/2016,24700
11/29/2016,36960
11/30/2016,37940
12/1/2016,38540
12/2/2016,37260
12/3/2016,28700
12/4/2016,39430
12/5/2016,30260
12/6/2016,17132.26805
12/7/2016,16982.812
12/8/2016,37800.45978
12/9/2016,20260
12/10/2016,28260
12/11/2016,22280
12/12/2016,21180
12/13/2016,18200
12/14/2016,39400
12/15/2016,27440
12/16/2016,41940
12/17/2016,27110
12/18/2016,16460
12/19/2016,27630
12/20/2016,28760
12/21/2016,31700
12/22/2016,30860
12/23/2016,37340
12/24/2016,32430
12/25/2016,11020
12/26/2016,27630
12/27/2016,27570
12/28/2016,36740
12/29/2016,42590
12/30/2016,38640
12/31/2016,35620
1/1/2017,18490
1/2/2017,30460
1/3/2017,29910
1/4/2017,14490
1/5/2017,11390
1/6/2017,31310
1/7/2017,30470
1/8/2017,30650
1/9/2017,24660
1/10/2017,16170
1/11/2017,34210
1/12/2017,35320
1/13/2017,5090
1/14/2017,20150
1/15/2017,14780
1/16/2017,12650
1/18/2017,23050
1/19/2017,36860
1/20/2017,33700
1/21/2017,28820
1/22/2017,16610
1/23/2017,18910
1/24/2017,37310
1/25/2017,27290
1/26/2017,42850
1/27/2017,35540
1/28/2017,31290
1/29/2017,15720
1/30/2017,27190
1/31/2017,36760
2/1/2017,19840
2/2/2017,37620
2/3/2017,29400
2/4/2017,13460
2/5/2017,30370
2/6/2017,38370
2/7/2017,19290
2/8/2017,26130
2/9/2017,22870
2/10/2017,34120
2/11/2017,25760
2/12/2017,26280
2/13/2017,31650
2/14/2017,30870
2/15/2017,42240
2/16/2017,29080
2/17/2017,32380
2/18/2017,19980
2/19/2017,21050
2/20/2017,22060
2/21/2017,31830
2/22/2017,23100
2/23/2017,32760
2/24/2017,30060
2/25/2017,29390
2/26/2017,22960
2/27/2017,29600
2/28/2017,22640
3/1/2017,32260
3/2/2017,35800
3/3/2017,32330
3/4/2017,22810
3/5/2017,35940
3/6/2017,25730
3/7/2017,24770
3/8/2017,37730
3/9/2017,10060
3/10/2017,23210
3/11/2017,18380
3/12/2017,27070
3/13/2017,28010
3/14/2017,25300
3/15/2017,41500
3/16/2017,38550
3/17/2017,32920
3/18/2017,28590
3/19/2017,10980
3/20/2017,24040
3/21/2017,45920
3/22/2017,36910
3/23/2017,39530
3/24/2017,49080
3/25/2017,29510
3/26/2017,12930
3/27/2017,23180
3/28/2017,32910
3/29/2017,34160
3/30/2017,28560
3/31/2017,34170
4/1/2017,33920
4/2/2017,14960
4/3/2017,25950
4/4/2017,45470
4/5/2017,28680
4/6/2017,19280
4/7/2017,33270
4/8/2017,27580
4/9/2017,19590
4/10/2017,29450
4/11/2017,31770
4/12/2017,31900
4/13/2017,24600
4/14/2017,5070
4/15/2017,8300
4/16/2017,7990
4/17/2017,14320
4/18/2017,23790
4/19/2017,22430
4/20/2017,31780
4/21/2017,35380
4/22/2017,15050
4/23/2017,11100
4/24/2017,31510
4/25/2017,27130
4/26/2017,44830
4/27/2017,33980
4/28/2017,28270
4/29/2017,27330
4/30/2017,19720
5/1/2017,31050
5/2/2017,24110
5/3/2017,13960
5/4/2017,42830
5/5/2017,31960
5/6/2017,37760
5/7/2017,29090
5/8/2017,25080
5/9/2017,11720
5/10/2017,23160
5/11/2017,22630
5/12/2017,50110
5/13/2017,23030
5/14/2017,11590
5/15/2017,35390
5/16/2017,40730
5/17/2017,38340
5/18/2017,27900
5/19/2017,37830
5/20/2017,43690
5/21/2017,17040
5/22/2017,26100
5/23/2017,34530
5/24/2017,37490
5/25/2017,20030
5/26/2017,29300
5/27/2017,30210
5/28/2017,16240
5/29/2017,34790
5/30/2017,30880
5/31/2017,39150
6/1/2017,37230
6/2/2017,25880
6/3/2017,30470
6/4/2017,45840
6/5/2017,34790
6/6/2017,38340
6/7/2017,26330
6/8/2017,12600
6/9/2017,39960
6/10/2017,31830
6/11/2017,34730
6/12/2017,43720
6/13/2017,33880
6/14/2017,36420
6/15/2017,32340
6/16/2017,25110
6/17/2017,30100
6/18/2017,18390
6/19/2017,33270
6/20/2017,37650
6/21/2017,28430
6/22/2017,31790
6/23/2017,29590
6/24/2017,11190
6/25/2017,4470
6/26/2017,32570
6/27/2017,38820
6/28/2017,41770
6/29/2017,36440
6/30/2017,35210
7/1/2017,27050
7/2/2017,38620
7/3/2017,39770
7/4/2017,35220
7/5/2017,25690
7/6/2017,35170
7/7/2017,27160
7/8/2017,15280
7/9/2017,27290
7/10/2017,31130
7/11/2017,29280
7/12/2017,33620
7/13/2017,34140
7/14/2017,37790
7/15/2017,29950
7/16/2017,25070
7/17/2017,21190
7/18/2017,25570
7/19/2017,25570
7/20/2017,29240
7/21/2017,29860
7/22/2017,27910
7/23/2017,16850
7/24/2017,19030
7/25/2017,35030
7/26/2017,35030
7/27/2017,21900
7/28/2017,28500
7/29/2017,27320
7/30/2017,27530
7/31/2017,29650
8/1/2017,30150
8/2/2017,31990
8/3/2017,33100
8/4/2017,36020
8/5/2017,30950
8/6/2017,21940
8/7/2017,26710
8/8/2017,25290
8/9/2017,43500
8/10/2017,26320
8/11/2017,30860
8/12/2017,29770
8/13/2017,19410
8/14/2017,25690
8/15/2017,24970
8/16/2017,28210
8/17/2017,11130
8/18/2017,32220
8/19/2017,34210
8/20/2017,23280
8/21/2017,22750
8/22/2017,26170
8/23/2017,20960
8/24/2017,29300
8/25/2017,24650
8/26/2017,28360
8/27/2017,10580
8/28/2017,21910
8/29/2017,27820
8/30/2017,33760
8/31/2017,27530
9/1/2017,27070
9/2/2017,23250
9/3/2017,33470
9/4/2017,25240
9/5/2017,35770
9/6/2017,28880
9/7/2017,22300
9/8/2017,28740
9/9/2017,37890
9/10/2017,33640
9/11/2017,21800
9/12/2017,30440
9/13/2017,29350
9/14/2017,19310
9/15/2017,32600
9/16/2017,31770
9/17/2017,15400
9/18/2017,24290
9/19/2017,38020
9/20/2017,29730
9/21/2017,27200
9/22/2017,25740
9/23/2017,31260
9/24/2017,13960
9/25/2017,27720
9/26/2017,29270
9/27/2017,30270
9/28/2017,40830
9/29/2017,24820
9/30/2017,29600
10/1/2017,32010
10/2/2017,16370
10/3/2017,31250
10/4/2017,33540
10/5/2017,20800
10/6/2017,31960
10/7/2017,29890
10/8/2017,29330
10/9/2017,25640
10/10/2017,31430
10/11/2017,14430
10/12/2017,15540
10/13/2017,30260
10/14/2017,33810
10/15/2017,14480
10/16/2017,19010
10/17/2017,31350
10/18/2017,25750
10/19/2017,18790
10/20/2017,38820
10/21/2017,32920
10/22/2017,12390
10/23/2017,22690
10/24/2017,23510
10/25/2017,33180
10/26/2017,26910
10/27/2017,27760
10/28/2017,29440
10/29/2017,13540
10/30/2017,43410
10/31/2017,36320
11/1/2017,31300
11/2/2017,25010
11/3/2017,21170
11/4/2017,36950
11/5/2017,13020
11/6/2017,23690
11/7/2017,27170
11/8/2017,30240
11/9/2017,32770
11/10/2017,15370
11/11/2017,25580
11/12/2017,28530
11/13/2017,25270
11/14/2017,32490
11/15/2017,34690
11/16/2017,30520
11/17/2017,32600
11/18/2017,35890
11/19/2017,18320
11/20/2017,28420
11/21/2017,32240
11/22/2017,32820
11/23/2017,23370
11/24/2017,20060
11/25/2017,23040
11/26/2017,13730
11/27/2017,31000
11/28/2017,32970
11/29/2017,24620
11/30/2017,36300
12/1/2017,28060
12/2/2017,20810
12/3/2017,14440
12/4/2017,47600
12/5/2017,27890
12/6/2017,36000
12/7/2017,28850
12/8/2017,25860
12/9/2017,33350
12/10/2017,20420
12/11/2017,8880
12/12/2017,26860
12/13/2017,41830
12/14/2017,35930
12/15/2017,35010
12/16/2017,36930
12/17/2017,17900
12/18/2017,34410
12/19/2017,36000
12/20/2017,27730
12/21/2017,22410
12/22/2017,26350
12/23/2017,33800
12/24/2017,20760
12/25/2017,20500
12/26/2017,32050
12/27/2017,25190
12/28/2017,38620
12/29/2017,28800
12/30/2017,39270
12/31/2017,20520
1/1/2018,13100
1/2/2018,31670
1/3/2018,22500
1/4/2018,20020
1/5/2018,36260
1/6/2018,34630
1/7/2018,21820
1/8/2018,25060
1/9/2018,27420
1/10/2018,29020
1/11/2018,10120
1/12/2018,36720
1/13/2018,30069.34898
1/14/2018,43990.41444
1/15/2018,38332.6081
1/16/2018,34731.91729
1/17/2018,34611.25128
1/18/2018,18880.94253
1/19/2018,39791.59688
1/20/2018,41024.37593
1/21/2018,30021.30205
1/22/2018,23520.92897
1/23/2018,29630
1/24/2018,38840
1/25/2018,28120
1/26/2018,30030
1/27/2018,18500
1/28/2018,13830
1/29/2018,31240
1/30/2018,35570
1/31/2018,21250
2/1/2018,8540
2/2/2018,25030
2/3/2018,40390
2/4/2018,12490
2/5/2018,45960
2/6/2018,27340
2/7/2018,26850
2/8/2018,25640
2/9/2018,19510
2/10/2018,29950
2/11/2018,38660
2/12/2018,13980
2/13/2018,31350
2/14/2018,32080
2/15/2018,34950
2/16/2018,30750
2/17/2018,26400
2/18/2018,15200
2/19/2018,26530
2/20/2018,33010
2/21/2018,25300
2/22/2018,32510
2/23/2018,20960
2/24/2018,26310
2/25/2018,20140
2/26/2018,19460
2/27/2018,19170
2/28/2018,9050
3/1/2018,32720
3/2/2018,25400
3/3/2018,30140
3/4/2018,20190
3/5/2018,35290
3/6/2018,34450
3/7/2018,28820
3/8/2018,19620
3/9/2018,24600
3/10/2018,32150
3/11/2018,37640
3/12/2018,30430
3/13/2018,31000
3/14/2018,43480
3/15/2018,29270
3/16/2018,27210
3/17/2018,29360
3/18/2018,14660
3/19/2018,24480
3/20/2018,26370
3/21/2018,27640
3/22/2018,28890
3/23/2018,32430
3/24/2018,18740
3/25/2018,11670
3/26/2018,19580
3/28/2018,17940
3/29/2018,17490
3/30/2018,9310
3/31/2018,16070
4/2/2018,11630
4/3/2018,20130
4/4/2018,25390
4/5/2018,35880
4/6/2018,33420
4/7/2018,33560
4/8/2018,28100
4/9/2018,27960
4/10/2018,30490
4/11/2018,21920
4/12/2018,39910
4/13/2018,40270
4/14/2018,6800
4/15/2018,8930
4/16/2018,18420
4/17/2018,25370
4/18/2018,19490
4/19/2018,37500
4/20/2018,40160
4/21/2018,22080
4/22/2018,8730
4/23/2018,23830
4/24/2018,46000
4/25/2018,35470
4/26/2018,38090
4/27/2018,36990
4/28/2018,26330
4/29/2018,9340
4/30/2018,25180
5/2/2018,29660
5/3/2018,28910
5/4/2018,27800
5/5/2018,34950
5/6/2018,23420
5/7/2018,29700
5/8/2018,12290
5/9/2018,22160
5/10/2018,32240
5/11/2018,17260
5/12/2018,24530
5/13/2018,14770
5/14/2018,22350
5/15/2018,33850
5/16/2018,38990
5/17/2018,37010
5/18/2018,27870
5/19/2018,40290
5/20/2018,12470
5/21/2018,42970
5/22/2018,29880
5/23/2018,45180
5/24/2018,40270
5/25/2018,37240
5/26/2018,27730
5/27/2018,31080
5/28/2018,19200
5/29/2018,24900
5/30/2018,38680
5/31/2018,49030
6/2/2018,36480
6/3/2018,20790
6/4/2018,24020
6/5/2018,13910
6/6/2018,37480
6/7/2018,30850
6/8/2018,26300
6/9/2018,35090
6/10/2018,9490
6/11/2018,43800
6/12/2018,34660
6/13/2018,58250
6/14/2018,48070
6/15/2018,50640
6/16/2018,21510
6/17/2018,26650
6/18/2018,32800
6/19/2018,29670
6/20/2018,26530
6/21/2018,31130
6/22/2018,36130
6/23/2018,33710
6/24/2018,16400
6/25/2018,35400
6/26/2018,42820
6/27/2018,26780
6/28/2018,35660
6/29/2018,35520
6/30/2018,35020
7/2/2018,33510
7/3/2018,33490
7/4/2018,36000
7/5/2018,22150
7/6/2018,23070
7/7/2018,21140
7/8/2018,31460
7/9/2018,24080
7/10/2018,16490
7/11/2018,22430
7/12/2018,26880
7/13/2018,33280
7/14/2018,31220
7/15/2018,21410
7/16/2018,24290
7/17/2018,29000
7/18/2018,32300
7/19/2018,22140
7/20/2018,30870
7/21/2018,28690
7/22/2018,14270
7/23/2018,26880
7/24/2018,30210
7/25/2018,30069.34898
7/26/2018,22400
7/27/2018,25450
7/28/2018,24040
7/29/2018,19540
7/30/2018,31790
7/31/2018,29080
8/2/2018,20420
8/3/2018,29010
8/4/2018,20540
8/5/2018,32790
8/6/2018,22180
8/7/2018,21230
8/8/2018,10750
8/9/2018,17030
8/10/2018,32430
8/11/2018,27660
8/12/2018,28520
8/13/2018,27360
8/14/2018,31730
8/15/2018,27380
8/16/2018,23300
8/17/2018,28160
8/18/2018,29410
8/19/2018,16670
8/20/2018,28260
8/21/2018,32620
8/22/2018,17440
8/23/2018,24690
8/24/2018,30820
8/25/2018,19590
8/26/2018,14560
8/27/2018,30830
8/28/2018,36270
8/29/2018,35630
8/30/2018,26850
8/31/2018,25150
9/2/2018,33220
9/3/2018,20700
9/4/2018,27070
9/5/2018,30960
9/6/2018,11150
9/7/2018,28260
9/8/2018,32670
9/9/2018,11980
9/10/2018,40230
9/11/2018,6210
9/12/2018,17010
9/13/2018,30070
9/14/2018,24130
9/15/2018,22660
9/16/2018,14100
9/17/2018,29180
9/18/2018,39740
9/19/2018,36170
9/20/2018,30110
9/21/2018,28460
9/22/2018,24160
9/23/2018,17310
9/24/2018,17480
9/25/2018,7510
9/26/2018,38520
9/27/2018,27530
9/28/2018,25000
9/29/2018,21900
9/30/2018,22710
10/1/2018,32480
10/2/2018,9680
10/3/2018,18360
10/4/2018,28770
10/5/2018,34610
10/6/2018,20300
10/7/2018,32770
10/8/2018,30690
10/9/2018,26080
10/10/2018,37600
10/11/2018,38450
10/12/2018,27000
10/13/2018,26760
10/14/2018,21460
10/15/2018,33720
10/16/2018,34260
10/17/2018,20070
10/18/2018,41650
10/19/2018,29630
10/20/2018,38750
10/21/2018,14030
10/22/2018,30730
10/23/2018,37210
10/24/2018,29620
10/25/2018,35290
10/26/2018,36240
10/27/2018,25680
10/28/2018,16000
10/29/2018,26250
10/30/2018,26810
10/31/2018,43390
11/1/2018,36540
11/2/2018,4000
11/3/2018,9420
11/4/2018,38110
11/5/2018,33460
11/6/2018,29720
11/7/2018,20390
11/8/2018,29930
11/9/2018,30100
11/10/2018,33690
11/11/2018,12750
11/12/2018,37290
11/13/2018,36730
11/14/2018,37440
11/15/2018,36970
11/16/2018,27990
11/17/2018,18920
11/18/2018,15170
11/19/2018,24150
11/20/2018,31860
11/21/2018,31840
11/22/2018,28340
11/23/2018,26880
11/24/2018,28270
11/25/2018,24490
11/26/2018,31810
11/27/2018,27940
11/28/2018,32410
11/29/2018,23070
11/30/2018,24650
12/2/2018,21240
12/3/2018,20320
12/4/2018,47610
12/5/2018,26410
12/6/2018,27240
12/7/2018,39620
12/8/2018,13540
12/9/2018,34910
12/10/2018,27790
12/11/2018,36360
12/12/2018,24200
12/13/2018,30069.34898
12/14/2018,43990.41444
12/15/2018,29480
12/16/2018,8820
12/17/2018,27810
12/18/2018,36950
12/19/2018,33670
12/20/2018,30870
12/21/2018,21180
12/22/2018,26720
12/23/2018,24580
12/24/2018,36320
12/25/2018,41590
12/26/2018,41240
12/27/2018,31090
12/28/2018,29980
12/29/2018,26380
12/30/2018,18960
12/31/2018,48570
